SynthHD Pro power [dBm],vg1 [V],det power [dBm],amp current [A],amp power [W]
-17.2,1.375,-19.654398,0.01,0.06
-17.2,1.35,-19.654866000000005,0.01,0.06
-17.2,1.325,-19.649693999999997,0.01,0.06
-17.2,1.3,-19.64112,0.01,0.06
-17.2,1.275,-19.629697999999998,0.01,0.06
-17.2,1.25,-19.610370000000003,0.01,0.06
-17.2,1.225,-19.582839999999997,0.01,0.06
-17.2,1.2,-19.551207999999995,0.01,0.06
-17.2,1.175,-19.495790000000007,0.01,0.06
-17.2,1.15,-19.377200000000002,0.01,0.06
-17.2,1.125,-19.233172000000003,0.01,0.06
-17.2,1.1,-19.019416,0.01,0.06
-17.2,1.075,-18.770804,0.01,0.06
-17.2,1.05,-18.239931999999996,0.01,0.06
-17.2,1.025,-17.553876000000002,0.01,0.06
-17.2,1.0,-16.484384,0.01,0.06
-17.2,0.975,-15.185313999999998,0.02,0.12
-17.2,0.95,-12.173783999999998,0.02,0.12
-17.2,0.9249999999999999,-8.399849999999997,0.03,0.18
-17.2,0.8999999999999999,-3.7899860000000025,0.05,0.3
-17.2,0.875,-0.1492500000000021,0.08,0.48
-17.2,0.85,4.913165999999999,0.12,0.72
-17.2,0.825,8.383328,0.17,1.02
-17.2,0.7999999999999999,11.038538800000001,0.23,1.38
-17.2,0.7749999999999999,12.6764126,0.29,1.74
-17.2,0.75,14.4982392,0.36,2.16
-17.2,0.725,15.5660802,0.43,2.58
-17.2,0.7,16.3615782,0.51,3.06
-17.2,0.6749999999999999,16.8712576,0.61,3.66
-17.2,0.6499999999999999,17.4984466,0.71,4.26
-17.2,0.625,17.914043200000002,0.82,4.92
-17.2,0.6,18.2106802,0.94,5.64
-17.2,0.575,18.3964122,1.07,6.42
-17.2,0.5499999999999999,18.6322714,1.21,7.26
-17.2,0.5249999999999999,18.8280318,1.36,8.16
-17.2,0.5,19.04714278,1.5,9.0
-16.6,1.5,-1.9596365999999996,0.01,0.06
-16.6,1.475,-17.511234,0.01,0.06
-16.6,1.45,-17.504462000000004,0.01,0.06
-16.6,1.425,-17.503762000000002,0.01,0.06
-16.6,1.4,-17.496541999999998,0.01,0.06
-16.6,1.375,-17.493172,0.01,0.06
-16.6,1.35,-17.484251999999998,0.01,0.06
-16.6,1.325,-17.468891999999997,0.01,0.06
-16.6,1.3,-17.452020000000005,0.01,0.06
-16.6,1.275,-17.412816,0.01,0.06
-16.6,1.25,-17.364884000000004,0.01,0.06
-16.6,1.225,-17.291522,0.01,0.06
-16.6,1.2,-17.203855999999995,0.01,0.06
-16.6,1.175,-17.034468000000004,0.01,0.06
-16.6,1.15,-16.827542,0.01,0.06
-16.6,1.125,-16.570582,0.01,0.06
-16.6,1.1,-16.285892000000004,0.01,0.06
-16.6,1.075,-15.748477999999999,0.01,0.06
-16.6,1.05,-15.097451999999997,0.01,0.06
-16.6,1.025,-14.181488000000002,0.01,0.06
-16.6,1.0,-13.105276000000003,0.02,0.12
-16.6,0.975,-10.729816,0.02,0.12
-16.6,0.95,-7.556961999999999,0.03,0.18
-16.6,0.9249999999999999,-3.4657419999999988,0.05,0.3
-16.6,0.8999999999999999,0.05652200000000107,0.07,0.42
-16.6,0.875,4.947438,0.11,0.66
-16.6,0.85,8.502442,0.16,0.96
-16.6,0.825,11.4287718,0.22,1.32
-16.6,0.7999999999999999,13.260257999999999,0.28,1.68
-16.6,0.7749999999999999,15.4410562,0.35,2.1
-16.6,0.75,16.754633600000002,0.42,2.52
-16.6,0.725,17.7593204,0.49,2.94
-16.6,0.7,18.3845006,0.57,3.42
-16.6,0.6749999999999999,19.15500274,0.66,3.96
-16.6,0.6499999999999999,19.66434992,0.76,4.56
-16.6,0.625,20.10064232,0.86,5.16
-16.6,0.6,20.37149868,0.97,5.82
-16.6,0.575,20.70177802,1.1,6.6
-16.6,0.5499999999999999,20.91905808,1.24,7.44
-16.6,0.5249999999999999,21.13716802,1.38,8.28
-16.6,0.5,21.30166,1.52,9.12
-16.0,1.5,-8.226054800000004,0.01,0.06
-16.0,1.475,-16.017220000000002,0.01,0.06
-16.0,1.45,-16.009724,0.01,0.06
-16.0,1.425,-16.001912000000004,0.01,0.06
-16.0,1.4,-15.987521999999998,0.01,0.06
-16.0,1.375,-15.974689999999995,0.01,0.06
-16.0,1.35,-15.954661999999999,0.01,0.06
-16.0,1.325,-15.927632000000003,0.01,0.06
-16.0,1.3,-15.869977999999996,0.01,0.06
-16.0,1.275,-15.797350000000002,0.01,0.06
-16.0,1.25,-15.69202,0.01,0.06
-16.0,1.225,-15.586241999999999,0.01,0.06
-16.0,1.2,-15.382600000000004,0.01,0.06
-16.0,1.175,-15.160181999999999,0.01,0.06
-16.0,1.15,-14.872612000000004,0.01,0.06
-16.0,1.125,-14.588842,0.01,0.06
-16.0,1.1,-14.056385999999996,0.01,0.06
-16.0,1.075,-13.460970000000003,0.01,0.06
-16.0,1.05,-12.645322,0.01,0.06
-16.0,1.025,-11.752297999999996,0.02,0.12
-16.0,1.0,-9.803958000000002,0.02,0.12
-16.0,0.975,-7.2711019999999955,0.03,0.18
-16.0,0.95,-3.622358000000002,0.05,0.3
-16.0,0.9249999999999999,-0.30272799999999833,0.07,0.42
-16.0,0.8999999999999999,4.526669999999999,0.1,0.6
-16.0,0.875,8.055833999999999,0.15,0.9
-16.0,0.85,11.1323842,0.21,1.26
-16.0,0.825,13.170693,0.27,1.62
-16.0,0.7999999999999999,15.6083534,0.34,2.04
-16.0,0.7749999999999999,17.1693568,0.41,2.46
-16.0,0.75,18.3639442,0.48,2.88
-16.0,0.725,19.12653642,0.55,3.3
-16.0,0.7,20.04183656,0.63,3.78
-16.0,0.6749999999999999,20.65147174,0.72,4.32
-16.0,0.6499999999999999,21.15730178,0.81,4.86
-16.0,0.625,21.5073904,0.91,5.46
-16.0,0.6,21.9521042,1.01,6.06
-16.0,0.575,22.2514936,1.14,6.84
-16.0,0.5499999999999999,22.5023734,1.26,7.56
-16.0,0.5249999999999999,22.67894,1.4,8.4
-16.0,0.5,22.924005,1.54,9.24
-15.4,1.5,-7.105352999999997,0.01,0.06
-15.4,1.475,-14.883243999999998,0.01,0.06
-15.4,1.45,-14.876104000000005,0.01,0.06
-15.4,1.425,-14.862026,0.01,0.06
-15.4,1.4,-14.841831999999997,0.01,0.06
-15.4,1.375,-14.814377999999998,0.01,0.06
-15.4,1.35,-14.779666000000006,0.01,0.06
-15.4,1.325,-14.712443999999998,0.01,0.06
-15.4,1.3,-14.629589999999993,0.01,0.06
-15.4,1.275,-14.520823999999998,0.01,0.06
-15.4,1.25,-14.406284,0.01,0.06
-15.4,1.225,-14.196822000000004,0.01,0.06
-15.4,1.2,-13.973414000000005,0.01,0.06
-15.4,1.175,-13.695338,0.01,0.06
-15.4,1.15,-13.420793999999994,0.01,0.06
-15.4,1.125,-12.924198000000004,0.01,0.06
-15.4,1.1,-12.379806000000002,0.01,0.06
-15.4,1.075,-11.682098000000003,0.01,0.06
-15.4,1.05,-10.929933999999996,0.02,0.12
-15.4,1.025,-9.373217999999998,0.02,0.12
-15.4,1.0,-7.329321999999998,0.03,0.18
-15.4,0.975,-4.354515999999997,0.04,0.24
-15.4,0.95,-1.2490880000000004,0.06,0.36
-15.4,0.9249999999999999,3.5258699999999976,0.09,0.54
-15.4,0.8999999999999999,7.133260000000002,0.13,0.78
-15.4,0.875,10.2964898,0.19,1.14
-15.4,0.85,12.4978844,0.25,1.5
-15.4,0.825,15.2528678,0.32,1.92
-15.4,0.7999999999999999,17.018113,0.39,2.34
-15.4,0.7749999999999999,18.4449312,0.46,2.76
-15.4,0.75,19.34869246,0.53,3.18
-15.4,0.725,20.45074664,0.61,3.66
-15.4,0.7,21.15426198,0.68,4.08
-15.4,0.6749999999999999,21.7394592,0.77,4.62
-15.4,0.6499999999999999,22.131848,0.86,5.16
-15.4,0.625,22.6523024,0.95,5.7
-15.4,0.6,23.013804999999998,1.06,6.36
-15.4,0.575,23.329397,1.17,7.02
-15.4,0.5499999999999999,23.5351934,1.29,7.74
-15.4,0.5249999999999999,23.8135428,1.42,8.52
-15.4,0.5,24.004245400000002,1.55,9.3
-14.8,1.5,-6.019072000000001,0.01,0.06
-14.8,1.475,-13.762578000000005,0.01,0.06
-14.8,1.45,-13.74604999999999,0.01,0.06
-14.8,1.425,-13.727674,0.01,0.06
-14.8,1.4,-13.696449999999999,0.01,0.06
-14.8,1.375,-13.663418,0.01,0.06
-14.8,1.35,-13.593082000000003,0.01,0.06
-14.8,1.325,-13.510080000000002,0.01,0.06
-14.8,1.3,-13.400213999999998,0.01,0.06
-14.8,1.275,-13.296087999999997,0.01,0.06
-14.8,1.25,-13.093685999999998,0.01,0.06
-14.8,1.225,-12.886433999999994,0.01,0.06
-14.8,1.2,-12.625248,0.01,0.06
-14.8,1.175,-12.373793999999997,0.01,0.06
-14.8,1.15,-11.916395999999999,0.01,0.06
-14.8,1.125,-11.440850000000001,0.01,0.06
-14.8,1.1,-10.823541999999996,0.01,0.06
-14.8,1.075,-10.193592000000002,0.02,0.12
-14.8,1.05,-8.902014000000001,0.02,0.12
-14.8,1.025,-7.299970000000002,0.03,0.18
-14.8,1.0,-4.862535999999999,0.04,0.24
-14.8,0.975,-2.183405999999998,0.05,0.3
-14.8,0.95,2.506306000000002,0.08,0.48
-14.8,0.9249999999999999,6.123900000000001,0.12,0.72
-14.8,0.8999999999999999,9.3910786,0.17,1.02
-14.8,0.875,11.700392400000002,0.23,1.38
-14.8,0.85,14.686622999999999,0.29,1.74
-14.8,0.825,16.687351,0.36,2.16
-14.8,0.7999999999999999,18.2938804,0.44,2.64
-14.8,0.7749999999999999,19.3683573,0.51,3.06
-14.8,0.75,20.6813286,0.59,3.54
-14.8,0.725,21.52770032,0.66,3.96
-14.8,0.7,22.1929858,0.74,4.44
-14.8,0.6749999999999999,22.6349622,0.82,4.92
-14.8,0.6499999999999999,23.2052494,0.91,5.46
-14.8,0.625,23.6081528,1.01,6.06
-14.8,0.6,23.955164,1.1,6.6
-14.8,0.575,24.1998732,1.21,7.26
-14.8,0.5499999999999999,24.5181616,1.32,7.92
-14.8,0.5249999999999999,24.7408012,1.45,8.7
-14.8,0.5,24.9280682,1.57,9.42
-14.200000000000001,1.5,2.568938199999998,0.01,0.06
-14.200000000000001,1.475,-12.822808000000002,0.01,0.06
-14.200000000000001,1.45,-12.806049999999999,0.01,0.06
-14.200000000000001,1.425,-12.781201999999993,0.01,0.06
-14.200000000000001,1.4,-12.752626,0.01,0.06
-14.200000000000001,1.375,-12.694516,0.01,0.06
-14.200000000000001,1.35,-12.622008000000008,0.01,0.06
-14.200000000000001,1.325,-12.53443,0.01,0.06
-14.200000000000001,1.3,-12.439532,0.01,0.06
-14.200000000000001,1.275,-12.265028000000001,0.01,0.06
-14.200000000000001,1.25,-12.079955999999996,0.01,0.06
-14.200000000000001,1.225,-11.854990000000004,0.01,0.06
-14.200000000000001,1.2,-11.630924,0.01,0.06
-14.200000000000001,1.175,-11.234284000000002,0.01,0.06
-14.200000000000001,1.15,-10.808951999999998,0.01,0.06
-14.200000000000001,1.125,-10.287637999999998,0.01,0.06
-14.200000000000001,1.1,-9.747856000000002,0.02,0.12
-14.200000000000001,1.075,-8.7074,0.02,0.12
-14.200000000000001,1.05,-7.424347999999998,0.02,0.12
-14.200000000000001,1.025,-5.558831999999999,0.03,0.18
-14.200000000000001,1.0,-3.3472500000000025,0.05,0.3
-14.200000000000001,0.975,0.9105960000000053,0.07,0.42
-14.200000000000001,0.95,4.746287999999998,0.1,0.6
-14.200000000000001,0.9249999999999999,8.058644000000001,0.14,0.84
-14.200000000000001,0.8999999999999999,10.4999882,0.2,1.2
-14.200000000000001,0.875,13.7339126,0.26,1.56
-14.200000000000001,0.85,15.9497204,0.33,1.98
-14.200000000000001,0.825,17.7894102,0.41,2.46
-14.200000000000001,0.7999999999999999,19.00020522,0.49,2.94
-14.200000000000001,0.7749999999999999,20.55690778,0.56,3.36
-14.200000000000001,0.75,21.57968148,0.64,3.84
-14.200000000000001,0.725,22.4011588,0.72,4.32
-14.200000000000001,0.7,22.9166234,0.8,4.8
-14.200000000000001,0.6749999999999999,23.4565414,0.88,5.28
-14.200000000000001,0.6499999999999999,23.9872278,0.96,5.76
-14.200000000000001,0.625,24.3659926,1.06,6.36
-14.200000000000001,0.6,24.6281906,1.15,6.9
-14.200000000000001,0.575,24.985390199999998,1.25,7.5
-14.200000000000001,0.5499999999999999,25.2361876,1.36,8.16
-14.200000000000001,0.5249999999999999,25.4566362,1.47,8.82
-14.200000000000001,0.5,25.6019132,1.59,9.54
-13.6,1.5,-4.395002399999999,0.01,0.06
-13.6,1.475,-12.047991999999994,0.01,0.06
-13.6,1.45,-12.027222000000002,0.01,0.06
-13.6,1.425,-12.007086000000001,0.01,0.06
-13.6,1.4,-11.961642000000001,0.01,0.06
-13.6,1.375,-11.910296000000006,0.01,0.06
-13.6,1.35,-11.836302,0.01,0.06
-13.6,1.325,-11.759046000000001,0.01,0.06
-13.6,1.3,-11.611905999999998,0.01,0.06
-13.6,1.275,-11.455376000000001,0.01,0.06
-13.6,1.25,-11.255590000000002,0.01,0.06
-13.6,1.225,-11.062543999999995,0.01,0.06
-13.6,1.2,-10.711394000000002,0.01,0.06
-13.6,1.175,-10.343061999999996,0.01,0.06
-13.6,1.15,-9.881634000000002,0.01,0.06
-13.6,1.125,-9.430551999999999,0.02,0.12
-13.6,1.1,-8.557454,0.02,0.12
-13.6,1.075,-7.545876,0.02,0.12
-13.6,1.05,-6.079085999999997,0.03,0.18
-13.6,1.025,-4.385496,0.04,0.24
-13.6,1.0,-0.7790259999999982,0.06,0.36
-13.6,0.975,2.980324000000003,0.08,0.48
-13.6,0.95,6.562708000000001,0.12,0.72
-13.6,0.9249999999999999,9.0529176,0.17,1.02
-13.6,0.8999999999999999,12.516008,0.23,1.38
-13.6,0.875,14.9364206,0.3,1.8
-13.6,0.85,16.9787352,0.37,2.22
-13.6,0.825,18.362112,0.45,2.7
-13.6,0.7999999999999999,20.10907244,0.53,3.18
-13.6,0.7749999999999999,21.32585474,0.61,3.66
-13.6,0.75,22.3172276,0.69,4.14
-13.6,0.725,22.9649582,0.77,4.62
-13.6,0.7,23.7394522,0.85,5.1
-13.6,0.6749999999999999,24.234854,0.93,5.58
-13.6,0.6499999999999999,24.639985799999998,1.01,6.06
-13.6,0.625,24.921119400000002,1.1,6.6
-13.6,0.6,25.298241599999997,1.2,7.2
-13.6,0.575,25.5793572,1.3,7.8
-13.6,0.5499999999999999,25.822195,1.4,8.4
-13.6,0.5249999999999999,25.9957894,1.51,9.06
-13.6,0.5,26.2243146,1.62,9.72
-13.0,1.5,-3.858673600000003,0.01,0.06
-13.0,1.475,-11.485399999999998,0.01,0.06
-13.0,1.45,-11.468433999999995,0.01,0.06
-13.0,1.425,-11.434061999999994,0.01,0.06
-13.0,1.4,-11.392600000000005,0.01,0.06
-13.0,1.375,-11.335512000000001,0.01,0.06
-13.0,1.35,-11.273159999999997,0.01,0.06
-13.0,1.325,-11.152188000000002,0.01,0.06
-13.0,1.3,-11.014468,0.01,0.06
-13.0,1.275,-10.843130000000002,0.01,0.06
-13.0,1.25,-10.671100000000003,0.01,0.06
-13.0,1.225,-10.362704,0.01,0.06
-13.0,1.2,-10.034877999999999,0.01,0.06
-13.0,1.175,-9.639598,0.01,0.06
-13.0,1.15,-9.244186000000003,0.01,0.06
-13.0,1.125,-8.518842,0.02,0.12
-13.0,1.1,-7.686534000000002,0.02,0.12
-13.0,1.075,-6.565279999999994,0.02,0.12
-13.0,1.05,-5.261990000000001,0.03,0.18
-13.0,1.025,-2.5027360000000023,0.04,0.24
-13.0,1.0,0.8808739999999986,0.07,0.42
-13.0,0.975,4.613807999999997,0.1,0.6
-13.0,0.95,7.310102000000002,0.14,0.84
-13.0,0.9249999999999999,10.879832799999999,0.2,1.2
-13.0,0.8999999999999999,13.588398600000001,0.26,1.56
-13.0,0.875,15.8511358,0.33,1.98
-13.0,0.85,17.3931076,0.41,2.46
-13.0,0.825,19.37871148,0.49,2.94
-13.0,0.7999999999999999,20.72956044,0.57,3.42
-13.0,0.7749999999999999,21.89984508,0.65,3.9
-13.0,0.75,22.6763424,0.73,4.38
-13.0,0.725,23.646255,0.81,4.86
-13.0,0.7,24.2527312,0.89,5.34
-13.0,0.6749999999999999,24.7338782,0.97,5.82
-13.0,0.6499999999999999,25.043950000000002,1.05,6.3
-13.0,0.625,25.4536114,1.14,6.84
-13.0,0.6,25.749899,1.23,7.38
-13.0,0.575,26.0240256,1.33,7.98
-13.0,0.5499999999999999,26.213639399999998,1.43,8.58
-13.0,0.5249999999999999,26.4766532,1.54,9.24
-13.0,0.5,26.6604134,1.65,9.9
-12.4,1.5,-3.5262518000000007,0.01,0.06
-12.4,1.475,-11.145403999999996,0.01,0.06
-12.4,1.45,-11.118302,0.01,0.06
-12.4,1.425,-11.086102,0.01,0.06
-12.4,1.4,-11.041115999999999,0.01,0.06
-12.4,1.375,-10.99269,0.01,0.06
-12.4,1.35,-10.893644000000002,0.01,0.06
-12.4,1.325,-10.78071,0.01,0.06
-12.4,1.3,-10.629253999999996,0.01,0.06
-12.4,1.275,-10.484169999999999,0.01,0.06
-12.4,1.25,-10.211385999999997,0.01,0.06
-12.4,1.225,-9.929376000000001,0.01,0.06
-12.4,1.2,-9.580863999999998,0.01,0.06
-12.4,1.175,-9.245391999999999,0.01,0.06
-12.4,1.15,-8.627019999999998,0.02,0.12
-12.4,1.125,-7.966832,0.02,0.12
-12.4,1.1,-7.076186,0.02,0.12
-12.4,1.075,-6.117329999999999,0.03,0.18
-12.4,1.05,-4.065580000000001,0.04,0.24
-12.4,1.025,-1.4700659999999992,0.05,0.3
-12.4,1.0,2.0414059999999985,0.07,0.42
-12.4,0.975,4.962498,0.11,0.66
-12.4,0.95,8.850206,0.16,0.96
-12.4,0.9249999999999999,11.690296799999999,0.21,1.26
-12.4,0.8999999999999999,14.283204,0.28,1.68
-12.4,0.875,16.0283896,0.35,2.1
-12.4,0.85,18.2670098,0.43,2.58
-12.4,0.825,19.82205504,0.51,3.06
-12.4,0.7999999999999999,21.12761792,0.59,3.54
-12.4,0.7749999999999999,22.0426352,0.67,4.02
-12.4,0.75,23.207188,0.76,4.56
-12.4,0.725,23.9791272,0.84,5.04
-12.4,0.7,24.5769358,0.91,5.46
-12.4,0.6749999999999999,24.957902400000002,0.99,5.94
-12.4,0.6499999999999999,25.425192199999998,1.08,6.48
-12.4,0.625,25.748546400000002,1.17,7.02
-12.4,0.6,26.038879,1.26,7.56
-12.4,0.575,26.2509352,1.36,8.16
-12.4,0.5499999999999999,26.542616,1.46,8.76
-12.4,0.5249999999999999,26.7558118,1.57,9.42
-12.4,0.5,26.9415488,1.68,10.08
-11.8,1.5,4.263945400000001,0.01,0.06
-11.8,1.475,-10.959347999999999,0.01,0.06
-11.8,1.45,-10.936032,0.01,0.06
-11.8,1.425,-10.901888000000003,0.01,0.06
-11.8,1.4,-10.863128,0.01,0.06
-11.8,1.375,-10.78743,0.01,0.06
-11.8,1.35,-10.695515999999998,0.01,0.06
-11.8,1.325,-10.575867999999996,0.01,0.06
-11.8,1.3,-10.450326,0.01,0.06
-11.8,1.275,-10.221950000000003,0.01,0.06
-11.8,1.25,-9.976800000000004,0.01,0.06
-11.8,1.225,-9.683039999999998,0.01,0.06
-11.8,1.2,-9.395454,0.01,0.06
-11.8,1.175,-8.882966,0.01,0.06
-11.8,1.15,-8.330939999999998,0.02,0.12
-11.8,1.125,-7.645098000000001,0.02,0.12
-11.8,1.1,-6.912966000000001,0.02,0.12
-11.8,1.075,-5.442879999999999,0.03,0.18
-11.8,1.05,-3.560587999999999,0.04,0.24
-11.8,1.025,-0.8686579999999999,0.05,0.3
-11.8,1.0,1.9707319999999982,0.08,0.48
-11.8,0.975,6.299606000000001,0.12,0.72
-11.8,0.95,9.367834,0.17,1.02
-11.8,0.9249999999999999,12.158271000000001,0.23,1.38
-11.8,0.8999999999999999,14.190112599999999,0.29,1.74
-11.8,0.875,16.777775,0.37,2.22
-11.8,0.85,18.5554018,0.44,2.64
-11.8,0.825,20.06920384,0.52,3.12
-11.8,0.7999999999999999,21.10024106,0.6,3.6
-11.8,0.7749999999999999,22.4684104,0.69,4.14
-11.8,0.75,23.3990238,0.77,4.62
-11.8,0.725,24.1635778,0.85,5.1
-11.8,0.7,24.6420018,0.93,5.58
-11.8,0.6749999999999999,25.222086,1.01,6.06
-11.8,0.6499999999999999,25.5927722,1.09,6.54
-11.8,0.625,25.9122084,1.18,7.08
-11.8,0.6,26.1380558,1.28,7.68
-11.8,0.575,26.458410999999998,1.38,8.28
-11.8,0.5499999999999999,26.6939112,1.47,8.82
-11.8,0.5249999999999999,26.9073136,1.58,9.48
-11.8,0.5,27.0532306,1.69,10.14
-11.200000000000001,1.5,-3.276266999999997,0.01,0.06
-11.200000000000001,1.475,-10.877822000000002,0.01,0.06
-11.200000000000001,1.45,-10.853506,0.01,0.06
-11.200000000000001,1.425,-10.825666000000002,0.01,0.06
-11.200000000000001,1.4,-10.769062000000002,0.01,0.06
-11.200000000000001,1.375,-10.70091,0.01,0.06
-11.200000000000001,1.35,-10.605266,0.01,0.06
-11.200000000000001,1.325,-10.506612,0.01,0.06
-11.200000000000001,1.3,-10.318081999999997,0.01,0.06
-11.200000000000001,1.275,-10.117361999999996,0.01,0.06
-11.200000000000001,1.25,-9.866021999999997,0.01,0.06
-11.200000000000001,1.225,-9.626028000000002,0.01,0.06
-11.200000000000001,1.2,-9.195150000000002,0.01,0.06
-11.200000000000001,1.175,-8.749218000000003,0.01,0.06
-11.200000000000001,1.15,-8.187947999999999,0.02,0.12
-11.200000000000001,1.125,-7.633206000000001,0.02,0.12
-11.200000000000001,1.1,-6.537599999999998,0.02,0.12
-11.200000000000001,1.075,-5.230803999999999,0.03,0.18
-11.200000000000001,1.05,-3.302118,0.04,0.24
-11.200000000000001,1.025,-1.129876000000003,0.06,0.36
-11.200000000000001,1.0,3.0658320000000003,0.08,0.48
-11.200000000000001,0.975,6.602029999999999,0.12,0.72
-11.200000000000001,0.95,9.620934600000002,0.17,1.02
-11.200000000000001,0.9249999999999999,11.8428158,0.23,1.38
-11.200000000000001,0.8999999999999999,14.882522,0.3,1.8
-11.200000000000001,0.875,16.9443054,0.37,2.22
-11.200000000000001,0.85,18.69471744,0.45,2.7
-11.200000000000001,0.825,19.90037058,0.53,3.18
-11.200000000000001,0.7999999999999999,21.45886118,0.61,3.66
-11.200000000000001,0.7749999999999999,22.567733,0.7,4.2
-11.200000000000001,0.75,23.4904368,0.78,4.68
-11.200000000000001,0.725,24.1038522,0.86,5.16
-11.200000000000001,0.7,24.839656599999998,0.94,5.64
-11.200000000000001,0.6749999999999999,25.3041608,1.02,6.12
-11.200000000000001,0.6499999999999999,25.6725968,1.1,6.6
-11.200000000000001,0.625,25.9239738,1.19,7.14
-11.200000000000001,0.6,26.267857,1.28,7.68
-11.200000000000001,0.575,26.531184,1.38,8.28
-11.200000000000001,0.5499999999999999,26.7660582,1.48,8.88
-11.200000000000001,0.5249999999999999,26.9337916,1.59,9.54
-11.200000000000001,0.5,27.1581442,1.7,10.2
-10.600000000000001,1.5,-3.2457971999999984,0.01,0.06
-10.600000000000001,1.475,-10.848104,0.01,0.06
-10.600000000000001,1.45,-10.827819999999996,0.01,0.06
-10.600000000000001,1.425,-10.787764,0.01,0.06
-10.600000000000001,1.4,-10.737001999999997,0.01,0.06
-10.600000000000001,1.375,-10.666508,0.01,0.06
-10.600000000000001,1.35,-10.589004,0.01,0.06
-10.600000000000001,1.325,-10.442828000000002,0.01,0.06
-10.600000000000001,1.3,-10.277445999999998,0.01,0.06
-10.600000000000001,1.275,-10.073302000000002,0.01,0.06
-10.600000000000001,1.25,-9.871485999999997,0.01,0.06
-10.600000000000001,1.225,-9.514357999999998,0.01,0.06
-10.600000000000001,1.2,-9.140033999999996,0.01,0.06
-10.600000000000001,1.175,-8.689028,0.01,0.06
-10.600000000000001,1.15,-8.240594000000005,0.02,0.12
-10.600000000000001,1.125,-7.414850000000001,0.02,0.12
-10.600000000000001,1.1,-6.453963999999996,0.02,0.12
-10.600000000000001,1.075,-5.134813999999999,0.03,0.18
-10.600000000000001,1.05,-3.594325999999999,0.04,0.24
-10.600000000000001,1.025,-0.3881300000000003,0.06,0.36
-10.600000000000001,1.0,3.235374,0.08,0.48
-10.600000000000001,0.975,6.736555999999998,0.12,0.72
-10.600000000000001,0.95,9.165845200000001,0.17,1.02
-10.600000000000001,0.9249999999999999,12.4974772,0.23,1.38
-10.600000000000001,0.8999999999999999,14.973098199999999,0.3,1.8
-10.600000000000001,0.875,17.0190646,0.37,2.22
-10.600000000000001,0.85,18.42089048,0.45,2.7
-10.600000000000001,0.825,20.24845456,0.53,3.18
-10.600000000000001,0.7999999999999999,21.50912196,0.61,3.66
-10.600000000000001,0.7749999999999999,22.6128678,0.7,4.2
-10.600000000000001,0.75,23.354029399999998,0.78,4.68
-10.600000000000001,0.725,24.287739000000002,0.86,5.16
-10.600000000000001,0.7,24.8758744,0.94,5.64
-10.600000000000001,0.6749999999999999,25.340671399999998,1.02,6.12
-10.600000000000001,0.6499999999999999,25.636941,1.11,6.66
-10.600000000000001,0.625,25.961257,1.2,7.2
-10.600000000000001,0.6,26.3023002,1.29,7.74
-10.600000000000001,0.575,26.565477,1.39,8.34
-10.600000000000001,0.5499999999999999,26.7512076,1.49,8.94
-10.600000000000001,0.5249999999999999,27.007461199999998,1.59,9.54
-10.600000000000001,0.5,27.189395,1.7,10.2
-10.0,1.5,-3.233175199999998,0.01,0.06
-10.0,1.475,-10.844666,0.01,0.06
-10.0,1.45,-10.814699999999998,0.01,0.06
-10.0,1.425,-10.778498000000003,0.01,0.06
-10.0,1.4,-10.72672,0.01,0.06
-10.0,1.375,-10.671694000000002,0.01,0.06
-10.0,1.35,-10.557874000000005,0.01,0.06
-10.0,1.325,-10.430788,0.01,0.06
-10.0,1.3,-10.262900000000002,0.01,0.06
-10.0,1.275,-10.099315999999998,0.01,0.06
-10.0,1.25,-9.799504000000002,0.01,0.06
-10.0,1.225,-9.49183,0.01,0.06
-10.0,1.2,-9.114625999999998,0.01,0.06
-10.0,1.175,-8.754608000000001,0.01,0.06
-10.0,1.15,-8.087793999999995,0.02,0.12
-10.0,1.125,-7.3745639999999995,0.02,0.12
-10.0,1.1,-6.40503,0.02,0.12
-10.0,1.075,-5.357045999999997,0.03,0.18
-10.0,1.05,-3.0978899999999996,0.04,0.24
-10.0,1.025,-0.2876839999999987,0.06,0.36
-10.0,1.0,3.3322259999999986,0.09,0.54
-10.0,0.975,6.1408960000000015,0.12,0.72
-10.0,0.95,9.8161156,0.17,1.02
-10.0,0.9249999999999999,12.5603442,0.23,1.38
-10.0,0.8999999999999999,15.024240800000001,0.3,1.8
-10.0,0.875,16.672689,0.38,2.28
-10.0,0.85,18.79855246,0.45,2.7
-10.0,0.825,20.281838,0.53,3.18
-10.0,0.7999999999999999,21.53689726,0.62,3.72
-10.0,0.7749999999999999,22.4190604,0.7,4.2
-10.0,0.75,23.5489914,0.78,4.68
-10.0,0.725,24.3044682,0.86,5.16
-10.0,0.7,24.8922156,0.94,5.64
-10.0,0.6749999999999999,25.266016,1.02,6.12
-10.0,0.6499999999999999,25.7248942,1.11,6.66
-10.0,0.625,26.0405794,1.2,7.2
-10.0,0.6,26.320952,1.29,7.74
-10.0,0.575,26.528824,1.39,8.34
-10.0,0.5499999999999999,26.814215400000002,1.49,8.94
-10.0,0.5249999999999999,27.0241972,1.6,9.6
-10.0,0.5,27.2062392,1.7,10.2
-9.4,1.5,4.378991000000003,0.01,0.06
-9.4,1.475,-10.847583999999994,0.01,0.06
