vg1 [V],vg2 [V],det power [dBm],amp current [A],amp power [W]
1.175,0.95,-8.515055999999998,0.2,1.2
1.175,0.9249999999999999,-8.536881999999999,0.26,1.56
1.175,0.8999999999999999,-8.578802000000003,0.33,1.98
1.175,0.875,-8.606126,0.4,2.4
1.175,0.85,-8.644051999999999,0.49,2.94
1.175,0.825,-8.693111999999996,0.58,3.48
1.175,0.7999999999999999,-8.72708,0.68,4.08
1.175,0.7749999999999999,-8.774210000000004,0.78,4.68
1.175,0.75,-8.812185999999997,0.89,5.34
1.175,0.725,-8.87255,1.01,6.06
1.175,0.7,-8.923894,1.14,6.84
1.175,0.6749999999999999,-8.968848000000001,1.26,7.56
1.175,0.6499999999999999,-9.026912,1.4,8.4
1.175,0.625,-9.078502000000004,1.53,9.18
1.175,0.6,-9.129502000000002,1.66,9.96
1.175,0.575,-9.170148000000001,1.79,10.74
1.175,0.5499999999999999,-9.230049999999999,1.93,11.58
1.175,0.5249999999999999,-9.278380000000006,2.06,12.36
1.175,0.5,-9.316296000000001,2.19,13.14
1.15,1.5,-8.095298000000003,0.02,0.12
1.15,1.475,-7.783645999999997,0.02,0.12
1.15,1.45,-7.782916,0.02,0.12
1.15,1.425,-7.782191999999998,0.02,0.12
1.15,1.4,-7.781419999999997,0.02,0.12
1.15,1.375,-7.782768000000004,0.02,0.12
1.15,1.35,-7.7849499999999985,0.02,0.12
1.15,1.325,-7.783685999999999,0.02,0.12
1.15,1.3,-7.784210000000002,0.02,0.12
1.15,1.275,-7.7835779999999986,0.02,0.12
1.15,1.25,-7.783064000000003,0.02,0.12
1.15,1.225,-7.7833739999999985,0.02,0.12
1.15,1.2,-7.784708000000002,0.02,0.12
1.15,1.175,-7.784393999999999,0.02,0.12
1.15,1.15,-7.787116000000005,0.03,0.18
1.15,1.125,-7.789564000000002,0.03,0.18
1.15,1.1,-7.792809999999996,0.03,0.18
1.15,1.075,-7.796637999999994,0.04,0.24
1.15,1.05,-7.804752000000001,0.06,0.36
1.15,1.025,-7.8138819999999996,0.08,0.48
1.15,1.0,-7.833107999999999,0.11,0.66
1.15,0.975,-7.8579979999999985,0.15,0.9
1.15,0.95,-7.882196,0.2,1.2
1.15,0.9249999999999999,-7.920270000000006,0.26,1.56
1.15,0.8999999999999999,-7.957605999999998,0.33,1.98
1.15,0.875,-7.991403999999999,0.4,2.4
1.15,0.85,-8.044953999999997,0.49,2.94
1.15,0.825,-8.094119999999997,0.58,3.48
1.15,0.7999999999999999,-8.136766000000001,0.68,4.08
1.15,0.7749999999999999,-8.215089999999996,0.79,4.74
1.15,0.75,-8.260464000000002,0.9,5.4
1.15,0.725,-8.321798000000001,1.02,6.12
1.15,0.7,-8.372059999999998,1.14,6.84
1.15,0.6749999999999999,-8.446003999999999,1.27,7.62
1.15,0.6499999999999999,-8.508780000000002,1.4,8.4
1.15,0.625,-8.560508000000006,1.53,9.18
1.15,0.6,-8.632463999999999,1.66,9.96
1.15,0.575,-8.692889999999998,1.79,10.74
1.15,0.5499999999999999,-8.741352,1.93,11.58
1.15,0.5249999999999999,-8.815666,2.06,12.36
1.15,0.5,-8.866746,2.19,13.14
1.125,1.5,-7.370691999999998,0.02,0.12
1.125,1.475,-6.991916000000003,0.02,0.12
1.125,1.45,-6.990383999999999,0.02,0.12
1.125,1.425,-6.988790000000002,0.02,0.12
1.125,1.4,-6.988468000000001,0.02,0.12
1.125,1.375,-6.989163999999999,0.02,0.12
1.125,1.35,-6.989058,0.02,0.12
1.125,1.325,-6.991669999999999,0.02,0.12
1.125,1.3,-6.989780000000003,0.02,0.12
1.125,1.275,-6.990777999999999,0.02,0.12
1.125,1.25,-6.9917320000000025,0.02,0.12
1.125,1.225,-6.992618,0.02,0.12
1.125,1.2,-6.988693999999999,0.03,0.18
1.125,1.175,-6.992142000000001,0.03,0.18
1.125,1.15,-6.9927579999999985,0.03,0.18
1.125,1.125,-6.9946079999999995,0.03,0.18
1.125,1.1,-6.999590000000001,0.04,0.24
1.125,1.075,-7.007471999999996,0.05,0.3
1.125,1.05,-7.018403999999997,0.06,0.36
1.125,1.025,-7.033317999999998,0.09,0.54
1.125,1.0,-7.0518379999999965,0.12,0.72
1.125,0.975,-7.087599999999998,0.16,0.96
1.125,0.95,-7.1175219999999975,0.21,1.26
1.125,0.9249999999999999,-7.160497999999997,0.26,1.56
1.125,0.8999999999999999,-7.206734000000001,0.33,1.98
1.125,0.875,-7.260040000000004,0.41,2.46
1.125,0.85,-7.319706000000004,0.49,2.94
1.125,0.825,-7.381599999999999,0.58,3.48
1.125,0.7999999999999999,-7.4461200000000005,0.68,4.08
1.125,0.7749999999999999,-7.515189999999997,0.79,4.74
1.125,0.75,-7.601675999999998,0.9,5.4
1.125,0.725,-7.661908,1.02,6.12
1.125,0.7,-7.737860000000001,1.14,6.84
1.125,0.6749999999999999,-7.801319999999997,1.27,7.62
1.125,0.6499999999999999,-7.903390000000002,1.4,8.4
1.125,0.625,-7.969565999999997,1.53,9.18
1.125,0.6,-8.044620000000002,1.66,9.96
1.125,0.575,-8.115575999999997,1.8,10.8
1.125,0.5499999999999999,-8.188769999999998,1.93,11.58
1.125,0.5249999999999999,-8.24998,2.06,12.36
1.125,0.5,-8.32622,2.19,13.14
1.1,1.5,-6.397768000000003,0.02,0.12
1.1,1.475,-5.912723999999997,0.02,0.12
1.1,1.45,-5.9129720000000034,0.03,0.18
1.1,1.425,-5.910377999999998,0.03,0.18
1.1,1.4,-5.911660000000001,0.03,0.18
1.1,1.375,-5.9115660000000005,0.03,0.18
1.1,1.35,-5.910392000000002,0.03,0.18
1.1,1.325,-5.909950000000002,0.03,0.18
1.1,1.3,-5.909894000000001,0.03,0.18
1.1,1.275,-5.911904,0.03,0.18
1.1,1.25,-5.912264,0.03,0.18
1.1,1.225,-5.9147,0.03,0.18
1.1,1.2,-5.910521999999997,0.03,0.18
1.1,1.175,-5.913563999999997,0.03,0.18
1.1,1.15,-5.916384000000001,0.03,0.18
1.1,1.125,-5.915827999999998,0.04,0.24
1.1,1.1,-5.921808000000006,0.04,0.24
1.1,1.075,-5.933616000000001,0.05,0.3
1.1,1.05,-5.947393999999996,0.07,0.42
1.1,1.025,-5.970820000000003,0.09,0.54
1.1,1.0,-5.992585999999999,0.12,0.72
1.1,0.975,-6.043551999999998,0.16,0.96
1.1,0.95,-6.080442000000005,0.21,1.26
1.1,0.9249999999999999,-6.137598000000004,0.27,1.62
1.1,0.8999999999999999,-6.212674,0.34,2.04
1.1,0.875,-6.26999,0.41,2.46
1.1,0.85,-6.347237999999997,0.49,2.94
1.1,0.825,-6.4190479999999965,0.59,3.54
1.1,0.7999999999999999,-6.518636000000004,0.68,4.08
1.1,0.7749999999999999,-6.607284,0.79,4.74
1.1,0.75,-6.699120000000004,0.9,5.4
1.1,0.725,-6.777641999999997,1.02,6.12
1.1,0.7,-6.895316000000001,1.15,6.9
1.1,0.6749999999999999,-6.994218,1.27,7.62
1.1,0.6499999999999999,-7.077683999999998,1.4,8.4
1.1,0.625,-7.192664000000001,1.53,9.18
1.1,0.6,-7.2850759999999966,1.66,9.96
1.1,0.575,-7.374511999999999,1.8,10.8
1.1,0.5499999999999999,-7.46923,1.93,11.58
1.1,0.5249999999999999,-7.554259999999999,2.06,12.36
1.1,0.5,-7.622149999999998,2.19,13.14
1.075,1.5,-5.0897359999999985,0.03,0.18
1.075,1.475,-4.451972000000001,0.03,0.18
1.075,1.45,-4.4543459999999975,0.03,0.18
1.075,1.425,-4.450650000000003,0.03,0.18
1.075,1.4,-4.4544619999999995,0.03,0.18
1.075,1.375,-4.455970000000001,0.03,0.18
1.075,1.35,-4.450315999999997,0.03,0.18
1.075,1.325,-4.447504000000002,0.03,0.18
1.075,1.3,-4.449290000000001,0.03,0.18
1.075,1.275,-4.454143999999999,0.03,0.18
1.075,1.25,-4.452251999999998,0.03,0.18
1.075,1.225,-4.452197999999999,0.04,0.24
1.075,1.2,-4.455953999999998,0.04,0.24
1.075,1.175,-4.456021999999997,0.04,0.24
1.075,1.15,-4.453612,0.04,0.24
1.075,1.125,-4.457436000000005,0.04,0.24
1.075,1.1,-4.470278,0.05,0.3
1.075,1.075,-4.479680000000002,0.06,0.36
1.075,1.05,-4.505693999999998,0.07,0.42
1.075,1.025,-4.529813999999998,0.1,0.6
1.075,1.0,-4.578606000000001,0.13,0.78
1.075,0.975,-4.624834,0.17,1.02
1.075,0.95,-4.6903799999999976,0.22,1.32
1.075,0.9249999999999999,-4.778642000000001,0.27,1.62
1.075,0.8999999999999999,-4.851116000000001,0.34,2.04
1.075,0.875,-4.950436000000003,0.42,2.52
1.075,0.85,-5.064615999999997,0.5,3.0
1.075,0.825,-5.171403999999999,0.59,3.54
1.075,0.7999999999999999,-5.287817999999998,0.69,4.14
1.075,0.7749999999999999,-5.418696000000001,0.8,4.8
1.075,0.75,-5.537928000000001,0.91,5.46
1.075,0.725,-5.668453999999997,1.03,6.18
1.075,0.7,-5.773192000000002,1.15,6.9
1.075,0.6749999999999999,-5.957548000000003,1.27,7.62
1.075,0.6499999999999999,-6.062393999999994,1.4,8.4
1.075,0.625,-6.192466000000003,1.54,9.24
1.075,0.6,-6.344054,1.67,10.02
1.075,0.575,-6.439316000000002,1.8,10.8
1.075,0.5499999999999999,-6.556722000000001,1.94,11.64
1.075,0.5249999999999999,-6.648084000000001,2.06,12.36
1.075,0.5,-6.777368000000003,2.2,13.2
1.05,1.5,-3.197982000000003,0.04,0.24
1.05,1.475,-2.2945080000000004,0.04,0.24
1.05,1.45,-2.294394000000004,0.04,0.24
1.05,1.425,-2.2959560000000003,0.04,0.24
1.05,1.4,-2.2968019999999996,0.04,0.24
1.05,1.375,-2.290866000000001,0.04,0.24
1.05,1.35,-2.286594000000001,0.04,0.24
1.05,1.325,-2.291885999999998,0.04,0.24
1.05,1.3,-2.2844140000000017,0.04,0.24
1.05,1.275,-2.2852640000000015,0.04,0.24
1.05,1.25,-2.2868920000000017,0.05,0.3
1.05,1.225,-2.288132000000001,0.05,0.3
1.05,1.2,-2.2907720000000005,0.05,0.3
1.05,1.175,-2.299800000000001,0.05,0.3
1.05,1.15,-2.298210000000001,0.05,0.3
1.05,1.125,-2.301567999999996,0.05,0.3
1.05,1.1,-2.3105059999999966,0.06,0.36
1.05,1.075,-2.332822,0.07,0.42
1.05,1.05,-2.359064,0.08,0.48
1.05,1.025,-2.4020420000000016,0.11,0.66
1.05,1.0,-2.454830000000001,0.14,0.84
1.05,0.975,-2.5647219999999997,0.18,1.08
1.05,0.95,-2.6391139999999993,0.22,1.32
1.05,0.9249999999999999,-2.7504920000000013,0.28,1.68
1.05,0.8999999999999999,-2.900917999999997,0.35,2.1
1.05,0.875,-3.009573999999997,0.42,2.52
1.05,0.85,-3.163680000000003,0.51,3.06
1.05,0.825,-3.298791999999999,0.6,3.6
1.05,0.7999999999999999,-3.498269999999998,0.7,4.2
1.05,0.7749999999999999,-3.6783280000000005,0.8,4.8
1.05,0.75,-3.824670000000001,0.91,5.46
1.05,0.725,-4.086291999999997,1.03,6.18
1.05,0.7,-4.2345299999999995,1.16,6.96
1.05,0.6749999999999999,-4.420928,1.28,7.68
1.05,0.6499999999999999,-4.631474000000001,1.41,8.46
1.05,0.625,-4.787921999999998,1.54,9.24
1.05,0.6,-4.962630000000001,1.67,10.02
1.05,0.575,-5.168654,1.81,10.86
1.05,0.5499999999999999,-5.300917999999999,1.94,11.64
1.05,0.5249999999999999,-5.452829999999999,2.07,12.42
1.05,0.5,-5.569918000000001,2.2,13.2
1.025,1.5,-0.5425400000000025,0.06,0.36
1.025,1.475,0.7364519999999999,0.06,0.36
1.025,1.45,0.7358140000000013,0.06,0.36
1.025,1.425,0.7311319999999988,0.06,0.36
1.025,1.4,0.7363779999999984,0.06,0.36
1.025,1.375,0.7261279999999992,0.06,0.36
1.025,1.35,0.7351440000000018,0.06,0.36
1.025,1.325,0.7376579999999997,0.06,0.36
1.025,1.3,0.7350779999999979,0.06,0.36
1.025,1.275,0.7335020000000014,0.06,0.36
1.025,1.25,0.7438660000000006,0.06,0.36
1.025,1.225,0.7407839999999979,0.06,0.36
1.025,1.2,0.724178000000002,0.07,0.42
1.025,1.175,0.7310039999999987,0.07,0.42
1.025,1.15,0.7255680000000027,0.07,0.42
1.025,1.125,0.7172859999999979,0.07,0.42
1.025,1.1,0.7017300000000013,0.08,0.48
1.025,1.075,0.691194000000003,0.09,0.54
1.025,1.05,0.6395660000000021,0.1,0.6
1.025,1.025,0.5955480000000009,0.12,0.72
1.025,1.0,0.4986280000000036,0.15,0.9
1.025,0.975,0.39376999999999995,0.19,1.14
1.025,0.95,0.28730999999999796,0.24,1.44
1.025,0.9249999999999999,0.11163399999999868,0.3,1.8
1.025,0.8999999999999999,-0.061401999999997514,0.37,2.22
1.025,0.875,-0.21440799999999882,0.44,2.64
1.025,0.85,-0.5107319999999973,0.52,3.12
1.025,0.825,-0.690800000000003,0.61,3.66
1.025,0.7999999999999999,-0.9361159999999984,0.71,4.26
1.025,0.7749999999999999,-1.2446020000000004,0.82,4.92
1.025,0.75,-1.451119999999996,0.92,5.52
1.025,0.725,-1.7236219999999989,1.04,6.24
1.025,0.7,-2.0007699999999957,1.17,7.02
1.025,0.6749999999999999,-2.2637579999999993,1.29,7.74
1.025,0.6499999999999999,-2.529527999999999,1.42,8.52
1.025,0.625,-2.7673179999999995,1.55,9.3
1.025,0.6,-3.0412660000000002,1.68,10.08
1.025,0.575,-3.2823639999999976,1.82,10.92
1.025,0.5499999999999999,-3.4790059999999983,1.95,11.7
1.025,0.5249999999999999,-3.745026000000003,2.08,12.48
1.025,0.5,-3.9621239999999993,2.21,13.26
1.0,1.5,1.0938559999999953,0.09,0.54
1.0,1.475,4.500844000000001,0.09,0.54
1.0,1.45,4.5059039999999975,0.09,0.54
1.0,1.425,4.504634000000001,0.09,0.54
1.0,1.4,4.510713999999998,0.09,0.54
1.0,1.375,4.513625999999999,0.09,0.54
1.0,1.35,4.502178000000001,0.09,0.54
1.0,1.325,4.49761,0.09,0.54
1.0,1.3,4.497036,0.09,0.54
1.0,1.275,4.4953959999999995,0.09,0.54
1.0,1.25,4.499008,0.09,0.54
1.0,1.225,4.5027539999999995,0.09,0.54
1.0,1.2,4.496703999999999,0.09,0.54
1.0,1.175,4.493003999999999,0.1,0.6
1.0,1.15,4.497448,0.1,0.6
1.0,1.125,4.486727999999999,0.1,0.6
1.0,1.1,4.455239999999998,0.11,0.66
1.0,1.075,4.442640000000001,0.12,0.72
1.0,1.05,4.396064000000001,0.13,0.78
1.0,1.025,4.3232659999999985,0.15,0.9
1.0,1.0,4.259124,0.18,1.08
1.0,0.975,4.140943999999999,0.22,1.32
1.0,0.95,3.992268000000003,0.27,1.62
1.0,0.9249999999999999,3.816980000000001,0.32,1.92
1.0,0.8999999999999999,3.6164260000000006,0.39,2.34
1.0,0.875,3.394677999999999,0.46,2.76
1.0,0.85,3.1867160000000005,0.55,3.3
1.0,0.825,2.873201999999999,0.64,3.84
1.0,0.7999999999999999,2.5795519999999996,0.73,4.38
1.0,0.7749999999999999,2.2538839999999993,0.84,5.04
1.0,0.75,1.8655700000000017,0.95,5.7
1.0,0.725,1.5656339999999993,1.06,6.36
1.0,0.7,1.2032680000000013,1.18,7.08
1.0,0.6749999999999999,0.8331759999999981,1.31,7.86
1.0,0.6499999999999999,0.47713199999999745,1.44,8.64
1.0,0.625,0.11329600000000184,1.57,9.42
1.0,0.6,-0.16738799999999898,1.7,10.2
1.0,0.575,-0.5743100000000005,1.83,10.98
1.0,0.5499999999999999,-0.9092899999999986,1.96,11.76
1.0,0.5249999999999999,-1.167586,2.09,12.54
1.0,0.5,-1.5557000000000016,2.22,13.32
0.975,1.5,5.949932,0.13,0.78
0.975,1.475,7.836307999999999,0.13,0.78
0.975,1.45,7.843436000000002,0.13,0.78
0.975,1.425,7.845319999999999,0.13,0.78
0.975,1.4,7.842817999999999,0.13,0.78
0.975,1.375,7.843788,0.13,0.78
0.975,1.35,7.84864,0.13,0.78
0.975,1.325,7.846444,0.13,0.78
0.975,1.3,7.836360000000001,0.13,0.78
0.975,1.275,7.841312,0.13,0.78
0.975,1.25,7.839391999999998,0.13,0.78
0.975,1.225,7.8282039999999995,0.13,0.78
0.975,1.2,7.830145999999999,0.13,0.78
0.975,1.175,7.841164000000001,0.13,0.78
0.975,1.15,7.8260760000000005,0.14,0.84
0.975,1.125,7.821932,0.14,0.84
0.975,1.1,7.806166000000001,0.14,0.84
0.975,1.075,7.7833380000000005,0.15,0.9
0.975,1.05,7.742174,0.17,1.02
0.975,1.025,7.697661999999999,0.19,1.14
0.975,1.0,7.6344400000000014,0.22,1.32
0.975,0.975,7.558636000000002,0.26,1.56
0.975,0.95,7.417304,0.3,1.8
0.975,0.9249999999999999,7.295902,0.36,2.16
0.975,0.8999999999999999,7.119876,0.43,2.58
0.975,0.875,6.932821999999998,0.5,3.0
0.975,0.85,6.712394,0.58,3.48
0.975,0.825,6.467111999999997,0.67,4.02
0.975,0.7999999999999999,6.209268,0.76,4.56
0.975,0.7749999999999999,5.917420000000002,0.87,5.22
0.975,0.75,5.651612,0.97,5.82
0.975,0.725,5.20445,1.09,6.54
0.975,0.7,4.918914000000001,1.21,7.26
0.975,0.6749999999999999,4.539652,1.33,7.98
0.975,0.6499999999999999,4.063478,1.46,8.76
0.975,0.625,3.744068000000002,1.59,9.54
0.975,0.6,3.3378980000000027,1.72,10.32
0.975,0.575,2.924302000000001,1.85,11.1
0.975,0.5499999999999999,2.524356000000001,1.98,11.88
0.975,0.5249999999999999,2.126505999999999,2.11,12.66
0.975,0.5,1.7932900000000025,2.24,13.44
0.95,1.5,10.6774614,0.18,1.08
0.95,1.475,10.683167399999999,0.18,1.08
0.95,1.45,10.6782748,0.18,1.08
0.95,1.425,10.6729026,0.18,1.08
0.95,1.4,10.6807344,0.18,1.08
0.95,1.375,10.6799004,0.18,1.08
0.95,1.35,10.677202,0.18,1.08
0.95,1.325,10.678944999999999,0.18,1.08
0.95,1.3,10.680963,0.18,1.08
0.95,1.275,10.675706600000002,0.18,1.08
0.95,1.25,10.6790986,0.18,1.08
0.95,1.225,10.669103199999999,0.18,1.08
0.95,1.2,10.6681098,0.18,1.08
0.95,1.175,10.6676958,0.18,1.08
0.95,1.15,10.667675999999998,0.19,1.14
0.95,1.125,10.6643018,0.19,1.14
0.95,1.1,10.6571002,0.19,1.14
0.95,1.075,10.638551,0.2,1.2
0.95,1.05,10.5977586,0.22,1.32
0.95,1.025,10.563309799999999,0.24,1.44
0.95,1.0,10.4880864,0.27,1.62
0.95,0.975,10.4062254,0.3,1.8
0.95,0.95,10.3313896,0.35,2.1
0.95,0.9249999999999999,10.1887626,0.41,2.46
0.95,0.8999999999999999,10.0475898,0.47,2.82
0.95,0.875,9.8842074,0.54,3.24
0.95,0.85,9.704241999999999,0.62,3.72
0.95,0.825,9.505954,0.71,4.26
0.95,0.7999999999999999,9.298442,0.8,4.8
0.95,0.7749999999999999,9.054992,0.91,5.46
0.95,0.75,8.813798,1.01,6.06
0.95,0.725,8.550904,1.13,6.78
0.95,0.7,8.227512,1.25,7.5
0.95,0.6749999999999999,8.094434,1.37,8.22
0.95,0.6499999999999999,8.08679,1.5,9.0
0.95,0.625,8.19187,1.63,9.78
0.95,0.6,8.200425999999998,1.76,10.56
0.95,0.575,8.0597,1.89,11.34
0.95,0.5499999999999999,7.819536000000001,2.02,12.12
0.95,0.5249999999999999,7.220476,2.15,12.9
0.95,0.5,6.571743999999999,2.27,13.62
0.9249999999999999,1.5,11.9585928,0.24,1.44
0.9249999999999999,1.475,13.341795600000001,0.24,1.44
0.9249999999999999,1.45,13.3409598,0.24,1.44
0.9249999999999999,1.425,13.3331112,0.24,1.44
0.9249999999999999,1.4,13.3373824,0.24,1.44
0.9249999999999999,1.375,13.3381542,0.24,1.44
0.9249999999999999,1.35,13.336797,0.24,1.44
0.9249999999999999,1.325,13.337006599999999,0.24,1.44
0.9249999999999999,1.3,13.343287,0.24,1.44
0.9249999999999999,1.275,13.3389896,0.24,1.44
0.9249999999999999,1.25,13.329522200000001,0.24,1.44
0.9249999999999999,1.225,13.3335384,0.24,1.44
0.9249999999999999,1.2,13.3271672,0.24,1.44
0.9249999999999999,1.175,13.3278804,0.24,1.44
0.9249999999999999,1.15,13.3276164,0.25,1.5
0.9249999999999999,1.125,13.3227552,0.25,1.5
0.9249999999999999,1.1,13.3118096,0.25,1.5
0.9249999999999999,1.075,13.2995686,0.26,1.56
0.9249999999999999,1.05,13.2678876,0.28,1.68
0.9249999999999999,1.025,13.2324494,0.3,1.8
0.9249999999999999,1.0,13.153077,0.33,1.98
0.9249999999999999,0.975,13.0937754,0.36,2.16
0.9249999999999999,0.95,12.998935399999999,0.41,2.46
0.9249999999999999,0.9249999999999999,12.9064742,0.46,2.76
0.9249999999999999,0.8999999999999999,12.7492694,0.52,3.12
0.9249999999999999,0.875,12.593601600000001,0.59,3.54
0.9249999999999999,0.85,12.4606152,0.67,4.02
0.9249999999999999,0.825,12.2596572,0.76,4.56
0.9249999999999999,0.7999999999999999,12.377244000000001,0.86,5.16
0.9249999999999999,0.7749999999999999,12.681877,0.97,5.82
0.9249999999999999,0.75,13.1257962,1.08,6.48
0.9249999999999999,0.725,13.486844399999999,1.2,7.2
0.9249999999999999,0.7,13.7931342,1.33,7.98
0.9249999999999999,0.6749999999999999,13.955109,1.45,8.7
0.9249999999999999,0.6499999999999999,14.1433676,1.58,9.48
0.9249999999999999,0.625,14.223797600000001,1.71,10.26
0.9249999999999999,0.6,14.2508122,1.84,11.04
0.9249999999999999,0.575,14.2167468,1.97,11.82
0.9249999999999999,0.5499999999999999,14.1205522,2.1,12.6
0.9249999999999999,0.5249999999999999,14.00894,2.23,13.38
0.9249999999999999,0.5,13.7876948,2.35,14.1
0.8999999999999999,1.5,15.2991256,0.31,1.86
0.8999999999999999,1.475,15.6813296,0.31,1.86
0.8999999999999999,1.45,15.6799508,0.31,1.86
0.8999999999999999,1.425,15.6779572,0.31,1.86
0.8999999999999999,1.4,15.6772164,0.31,1.86
0.8999999999999999,1.375,15.668735999999999,0.31,1.86
0.8999999999999999,1.35,15.672911200000001,0.31,1.86
0.8999999999999999,1.325,15.6752444,0.31,1.86
0.8999999999999999,1.3,15.676787,0.31,1.86
0.8999999999999999,1.275,15.6800838,0.31,1.86
0.8999999999999999,1.25,15.6780856,0.31,1.86
0.8999999999999999,1.225,15.673751800000002,0.31,1.86
0.8999999999999999,1.2,15.675804,0.31,1.86
0.8999999999999999,1.175,15.6741886,0.31,1.86
0.8999999999999999,1.15,15.6714706,0.31,1.86
0.8999999999999999,1.125,15.6627936,0.32,1.92
0.8999999999999999,1.1,15.6603174,0.32,1.92
0.8999999999999999,1.075,15.6479278,0.33,1.98
0.8999999999999999,1.05,15.6256728,0.34,2.04
0.8999999999999999,1.025,15.5801384,0.36,2.16
0.8999999999999999,1.0,15.5400108,0.39,2.34
0.8999999999999999,0.975,15.4793186,0.43,2.58
0.8999999999999999,0.95,15.4002822,0.47,2.82
0.8999999999999999,0.9249999999999999,15.3079858,0.53,3.18
0.8999999999999999,0.8999999999999999,15.1998036,0.59,3.54
0.8999999999999999,0.875,15.0998372,0.66,3.96
0.8999999999999999,0.85,15.045586799999999,0.74,4.44
0.8999999999999999,0.825,15.360268600000001,0.83,4.98
0.8999999999999999,0.7999999999999999,15.6452542,0.93,5.58
0.8999999999999999,0.7749999999999999,16.0759654,1.04,6.24
0.8999999999999999,0.75,16.3732376,1.15,6.9
0.8999999999999999,0.725,16.6284138,1.27,7.62
0.8999999999999999,0.7,16.8669192,1.4,8.4
0.8999999999999999,0.6749999999999999,16.984150800000002,1.52,9.12
0.8999999999999999,0.6499999999999999,17.1037666,1.65,9.9
0.8999999999999999,0.625,17.1528622,1.78,10.68
0.8999999999999999,0.6,17.184779,1.91,11.46
0.8999999999999999,0.575,17.1678092,2.04,12.24
0.8999999999999999,0.5499999999999999,17.1254106,2.17,13.02
0.8999999999999999,0.5249999999999999,17.015189200000002,2.3,13.8
0.8999999999999999,0.5,16.9177378,2.43,14.58
0.875,1.5,17.4473902,0.38,2.28
0.875,1.475,17.5864542,0.38,2.28
0.875,1.45,17.5890464,0.38,2.28
0.875,1.425,17.5897,0.38,2.28
0.875,1.4,17.582661,0.38,2.28
0.875,1.375,17.585881,0.38,2.28
0.875,1.35,17.5863924,0.38,2.28
0.875,1.325,17.5843324,0.38,2.28
0.875,1.3,17.5849036,0.38,2.28
0.875,1.275,17.5894264,0.38,2.28
0.875,1.25,17.5857932,0.38,2.28
0.875,1.225,17.5863408,0.38,2.28
0.875,1.2,17.5818702,0.38,2.28
0.875,1.175,17.5832968,0.38,2.28
0.875,1.15,17.576682599999998,0.38,2.28
0.875,1.125,17.5742742,0.39,2.34
0.875,1.1,17.5695962,0.39,2.34
0.875,1.075,17.5603644,0.4,2.4
0.875,1.05,17.5373216,0.41,2.46
0.875,1.025,17.5178346,0.43,2.58
0.875,1.0,17.4749988,0.46,2.76
0.875,0.975,17.4115176,0.5,3.0
0.875,0.95,17.3608008,0.54,3.24
0.875,0.9249999999999999,17.2766902,0.59,3.54
0.875,0.8999999999999999,17.20515,0.65,3.9
0.875,0.875,17.153134,0.72,4.32
0.875,0.85,17.4130762,0.81,4.86
0.875,0.825,17.679819,0.91,5.46
0.875,0.7999999999999999,18.038067,1.01,6.06
0.875,0.7749999999999999,18.3160118,1.12,6.72
0.875,0.75,18.5473974,1.23,7.38
0.875,0.725,18.781868,1.35,8.1
0.875,0.7,18.8922862,1.47,8.82
0.875,0.6749999999999999,18.99338282,1.59,9.54
0.875,0.6499999999999999,19.07443334,1.72,10.32
0.875,0.625,19.0946671,1.85,11.1
0.875,0.6,19.09961852,1.98,11.88
0.875,0.575,19.07025132,2.11,12.66
0.875,0.5499999999999999,19.02768472,2.24,13.44
0.875,0.5249999999999999,18.96101336,2.36,14.16
0.875,0.5,18.8932888,2.49,14.94
0.85,1.5,19.16190904,0.45,2.7
0.85,1.475,19.23777668,0.45,2.7
0.85,1.45,19.23704614,0.45,2.7
0.85,1.425,19.2396509,0.46,2.76
0.85,1.4,19.24238026,0.46,2.76
0.85,1.375,19.24207572,0.46,2.76
0.85,1.35,19.23969914,0.46,2.76
0.85,1.325,19.24020508,0.46,2.76
0.85,1.3,19.23861936,0.46,2.76
0.85,1.275,19.23589642,0.46,2.76
0.85,1.25,19.23918576,0.46,2.76
0.85,1.225,19.2374048,0.46,2.76
0.85,1.2,19.23788986,0.46,2.76
0.85,1.175,19.23788292,0.46,2.76
0.85,1.15,19.23651854,0.46,2.76
0.85,1.125,19.22877732,0.46,2.76
0.85,1.1,19.22455282,0.47,2.82
0.85,1.075,19.21326152,0.48,2.88
0.85,1.05,19.19644384,0.49,2.94
0.85,1.025,19.17711566,0.51,3.06
0.85,1.0,19.14304194,0.53,3.18
0.85,0.975,19.10292964,0.57,3.42
0.85,0.95,19.05047442,0.61,3.66
0.85,0.9249999999999999,18.9853969,0.67,4.02
0.85,0.8999999999999999,18.9419758,0.73,4.38
0.85,0.875,19.03877386,0.8,4.8
0.85,0.85,19.36316506,0.89,5.34
0.85,0.825,19.58203914,0.98,5.88
0.85,0.7999999999999999,19.79561026,1.08,6.48
0.85,0.7749999999999999,20.02036941,1.19,7.14
0.85,0.75,20.180751734,1.3,7.8
0.85,0.725,20.28928634,1.42,8.52
0.85,0.7,20.36710952,1.54,9.24
0.85,0.6749999999999999,20.4045559,1.67,10.02
0.85,0.6499999999999999,20.41854556,1.79,10.74
0.85,0.625,20.41852236,1.92,11.52
0.85,0.6,20.39586406,2.05,12.3
0.85,0.575,20.36121256,2.18,13.08
0.85,0.5499999999999999,20.30320434,2.3,13.8
